gap_bin,entry_k,tp,sl,entered_trades,tp_cnt,sl_cnt,winrate,EV,ambig_same_min,none_after_entry,no_entry,no_minute_skipped
15~20,0.94,0.06,0.06,38,23,9,0.6052631578947368,0.019994579213544868,0,6,3,14
15~20,0.94,0.07,0.03,38,13,19,0.34210526315789475,0.008773813635301225,5,1,3,14
15~20,0.94,0.07,0.04,38,15,15,0.39473684210526316,0.010688949273755525,3,5,3,14
15~20,0.94,0.07,0.05,38,21,12,0.5526315789473685,0.021741580852702894,0,5,3,14
15~20,0.94,0.07,0.06,38,21,11,0.5526315789473685,0.019205105529334344,0,6,3,14
15~20,0.94,0.08,0.03,38,11,23,0.2894736842105263,0.004826445214248591,3,1,3,14
15~20,0.94,0.08,0.04,38,12,19,0.3157894736842105,0.00411000190533447,2,5,3,14
15~20,0.94,0.08,0.05,38,18,15,0.47368421052631576,0.01700473874743973,0,5,3,14
15~20,0.94,0.08,0.06,38,18,14,0.47368421052631576,0.013678789739860656,0,6,3,14
15~20,0.94,0.09,0.03,38,11,24,0.2894736842105263,0.0069317083721433265,2,1,3,14
15~20,0.94,0.09,0.04,38,12,20,0.3157894736842105,0.006215265063229205,1,5,3,14
15~20,0.94,0.09,0.05,38,17,16,0.4473684210526316,0.018057370326387098,0,5,3,14
15~20,0.94,0.09,0.06,38,17,15,0.4473684210526316,0.014468263424071181,0,6,3,14
15~20,0.94,0.1,0.03,38,9,26,0.23684210526315788,0.0029843399510906966,2,1,3,14
15~20,0.94,0.1,0.04,38,10,22,0.2631578947368421,0.002004738747439734,1,5,3,14
15~20,0.94,0.1,0.05,38,14,19,0.3684210526315789,0.010688949273755523,0,5,3,14
15~20,0.94,0.1,0.06,38,14,18,0.3684210526315789,0.006310368687229079,0,6,3,14
15~20,0.95,0.05,0.03,38,17,11,0.4473684210526316,0.013235474322796661,9,1,3,14
15~20,0.95,0.05,0.04,38,22,10,0.5789473684210527,0.017972316428059822,5,1,3,14
15~20,0.95,0.05,0.05,38,23,8,0.6052631578947368,0.017488130039819038,4,3,3,14
15~20,0.95,0.05,0.06,38,27,8,0.7105263157894737,0.020646024776661144,0,3,3,14
15~20,0.95,0.06,0.03,38,13,17,0.34210526315789475,0.006656526954375609,7,1,3,14
15~20,0.95,0.06,0.04,38,18,15,0.47368421052631576,0.012182842743849292,4,1,3,14
15~20,0.95,0.06,0.05,38,19,12,0.5,0.011918005150184268,3,4,3,14
15~20,0.95,0.06,0.06,38,23,11,0.6052631578947368,0.016654847255447428,0,4,3,14
15~20,0.95,0.07,0.03,38,12,19,0.3157894736842105,0.006656526954375613,6,1,3,14
15~20,0.95,0.07,0.04,38,17,17,0.4473684210526316,0.012972316428059823,3,1,3,14
15~20,0.95,0.07,0.05,38,18,14,0.47368421052631576,0.012444320939657957,2,4,3,14
15~20,0.95,0.07,0.06,38,22,12,0.5789473684210527,0.019286426202815853,0,4,3,14
15~20,0.95,0.08,0.03,38,10,22,0.2631578947368421,0.003235474322796663,5,1,3,14
15~20,0.95,0.08,0.04,38,15,20,0.39473684210526316,0.010077579585954557,2,1,3,14
15~20,0.95,0.08,0.05,38,16,17,0.42105263157894735,0.009023268308079006,1,4,3,14
15~20,0.95,0.08,0.06,38,19,15,0.5,0.014023268308079007,0,4,3,14
15~20,0.95,0.09,0.03,38,9,25,0.23684210526315788,0.0011302111649019251,3,1,3,14
15~20,0.95,0.09,0.04,38,13,22,0.34210526315789475,0.007182842743849291,2,1,3,14
15~20,0.95,0.09,0.05,38,14,19,0.3684210526315789,0.0058653735712369,1,4,3,14
15~20,0.95,0.09,0.06,38,16,18,0.42105263157894735,0.007181163044921113,0,4,3,14
15~20,0.95,0.1,0.03,38,7,29,0.18421052631578946,-0.004922420414045441,1,1,3,14
15~20,0.95,0.1,0.04,38,11,25,0.2894736842105263,0.002182842743849295,1,1,3,14
15~20,0.95,0.1,0.05,38,12,21,0.3157894736842105,0.0016548472554474287,1,4,3,14
15~20,0.95,0.1,0.06,38,14,20,0.3684210526315789,0.0029706367291316422,0,4,3,14
15~20,0.96,0.05,0.03,38,10,19,0.2631578947368421,-0.0018421052631578934,9,0,3,14
15~20,0.96,0.05,0.04,38,14,16,0.3684210526315789,0.000860762693337707,7,1,3,14
15~20,0.96,0.05,0.05,38,18,15,0.47368421052631576,0.0032291837459692855,4,1,3,14
15~20,0.96,0.05,0.06,38,19,12,0.5,0.0026874996140803815,3,4,3,14
15~20,0.96,0.06,0.03,38,10,20,0.2631578947368421,0.0,8,0,3,14
15~20,0.96,0.06,0.04,38,14,17,0.3684210526315789,0.003492341640706126,6,1,3,14
15~20,0.96,0.06,0.05,38,18,16,0.47368421052631576,0.00665023637754823,3,1,3,14
15~20,0.96,0.06,0.06,38,19,13,0.5,0.006108552245659327,2,4,3,14
15~20,0.96,0.07,0.03,38,8,23,0.21052631578947367,-0.0034210526315789453,7,0,3,14
15~20,0.96,0.07,0.04,38,12,20,0.3157894736842105,0.00033444690386402384,5,1,3,14
15~20,0.96,0.07,0.05,38,16,19,0.42105263157894735,0.0037554995354429715,2,1,3,14
15~20,0.96,0.07,0.06,38,17,16,0.4473684210526316,0.002687499614080383,1,4,3,14
15~20,0.96,0.08,0.03,38,8,27,0.21052631578947367,-0.004473684210526315,3,0,3,14
15~20,0.96,0.08,0.04,38,11,24,0.2894736842105263,-0.0028234478329780834,2,1,3,14
15~20,0.96,0.08,0.05,38,14,22,0.3684210526315789,-0.000191868885609663,1,1,3,14
15~20,0.96,0.08,0.06,38,15,18,0.39473684210526316,-0.00020723722802488202,1,4,3,14
15~20,0.96,0.09,0.03,38,7,29,0.18421052631578946,-0.00631578947368421,2,0,3,14
15~20,0.96,0.09,0.04,38,10,26,0.2631578947368421,-0.004402395201399137,1,1,3,14
15~20,0.96,0.09,0.05,38,13,23,0.34210526315789475,-0.00019186888560966483,1,1,3,14
15~20,0.96,0.09,0.06,38,14,19,0.3684210526315789,-0.00020723722802488384,1,4,3,14
15~20,0.96,0.1,0.03,38,4,33,0.10526315789473684,-0.015526315789473683,1,0,3,14
15~20,0.96,0.1,0.04,38,6,30,0.15789473684210525,-0.016507658359293874,1,1,3,14
15~20,0.96,0.1,0.05,38,9,27,0.23684210526315788,-0.012560289938241242,1,1,3,14
15~20,0.96,0.1,0.06,38,10,23,0.2631578947368421,-0.013365131964866986,1,4,3,14
15~20,0.97,0.05,0.03,38,9,19,0.23684210526315788,-0.003157894736842104,10,0,3,14
15~20,0.97,0.05,0.04,38,13,17,0.34210526315789475,-0.0007894736842105258,8,0,3,14
15~20,0.97,0.05,0.05,38,16,15,0.42105263157894735,0.00033371196562559835,6,1,3,14
15~20,0.97,0.05,0.06,38,20,14,0.5263157894736842,0.003228448807730864,3,1,3,14
15~20,0.97,0.06,0.03,38,9,21,0.23684210526315788,-0.0023684210526315787,8,0,3,14
15~20,0.97,0.06,0.04,38,12,19,0.3157894736842105,-0.0010526315789473695,7,0,3,14
15~20,0.97,0.06,0.05,38,15,17,0.39473684210526316,0.0003337119656255962,5,1,3,14
15~20,0.97,0.06,0.06,38,19,16,0.5,0.0037547645972045456,2,1,3,14
15~20,0.97,0.07,0.03,38,9,25,0.23684210526315788,-0.003157894736842103,4,0,3,14
15~20,0.97,0.07,0.04,38,12,23,0.3157894736842105,-0.002105263157894735,3,0,3,14
15~20,0.97,0.07,0.05,38,14,21,0.3684210526315789,-0.002824182771216506,2,1,3,14
15~20,0.97,0.07,0.06,38,17,19,0.4473684210526316,0.00033371196562560236,1,1,3,14
15~20,0.97,0.08,0.03,38,8,28,0.21052631578947367,-0.005263157894736841,2,0,3,14
15~20,0.97,0.08,0.04,38,10,26,0.2631578947368421,-0.00631578947368421,2,0,3,14
15~20,0.97,0.08,0.05,38,12,24,0.3157894736842105,-0.007297866981742823,1,1,3,14
15~20,0.97,0.08,0.06,38,15,21,0.39473684210526316,-0.002561024876479663,1,1,3,14
15~20,0.97,0.09,0.03,38,6,31,0.15789473684210525,-0.010263157894736842,1,0,3,14
15~20,0.97,0.09,0.04,38,8,29,0.21052631578947367,-0.011578947368421055,1,0,3,14
15~20,0.97,0.09,0.05,38,9,27,0.23684210526315788,-0.01519260382384809,1,1,3,14
15~20,0.97,0.09,0.06,38,12,24,0.3157894736842105,-0.010455761718584927,1,1,3,14
15~20,0.97,0.1,0.03,38,4,33,0.10526315789473684,-0.015526315789473683,1,0,3,14
15~20,0.97,0.1,0.04,38,5,32,0.13157894736842105,-0.020526315789473684,1,0,3,14
15~20,0.97,0.1,0.05,38,7,29,0.18421052631578946,-0.02071891961332177,1,1,3,14
15~20,0.97,0.1,0.06,38,10,26,0.2631578947368421,-0.01571891961332177,1,1,3,14
20~25,0.94,0.05,0.03,16,9,3,0.5625,0.022500000000000003,4,0,5,5
20~25,0.94,0.05,0.04,16,12,3,0.75,0.030000000000000002,1,0,5,5
20~25,0.94,0.05,0.05,16,13,3,0.8125,0.03125,0,0,5,5
20~25,0.94,0.05,0.06,16,13,3,0.8125,0.029375000000000002,0,0,5,5
20~25,0.94,0.06,0.03,16,9,3,0.5625,0.028124999999999997,4,0,5,5
20~25,0.94,0.06,0.04,16,12,3,0.75,0.0375,1,0,5,5
20~25,0.94,0.06,0.05,16,13,3,0.8125,0.039375,0,0,5,5
20~25,0.94,0.06,0.06,16,13,3,0.8125,0.0375,0,0,5,5
20~25,0.94,0.07,0.03,16,9,4,0.5625,0.031875,3,0,5,5
20~25,0.94,0.07,0.04,16,12,3,0.75,0.045000000000000005,1,0,5,5
20~25,0.94,0.07,0.05,16,13,3,0.8125,0.04750000000000001,0,0,5,5
20~25,0.94,0.07,0.06,16,13,3,0.8125,0.045625000000000006,0,0,5,5
20~25,0.94,0.08,0.03,16,9,4,0.5625,0.0375,3,0,5,5
20~25,0.94,0.08,0.04,16,12,3,0.75,0.0525,1,0,5,5
20~25,0.94,0.08,0.05,16,13,3,0.8125,0.055625,0,0,5,5
20~25,0.94,0.08,0.06,16,13,3,0.8125,0.05375,0,0,5,5
20~25,0.94,0.09,0.03,16,9,5,0.5625,0.041249999999999995,2,0,5,5
20~25,0.94,0.09,0.04,16,12,3,0.75,0.06,1,0,5,5
20~25,0.94,0.09,0.05,16,13,3,0.8125,0.06375,0,0,5,5
20~25,0.94,0.09,0.06,16,13,3,0.8125,0.061875,0,0,5,5
20~25,0.94,0.1,0.03,16,9,6,0.5625,0.045000000000000005,1,0,5,5
20~25,0.94,0.1,0.04,16,10,5,0.625,0.05,1,0,5,5
20~25,0.94,0.1,0.05,16,11,5,0.6875,0.053125000000000006,0,0,5,5
20~25,0.94,0.1,0.06,16,11,5,0.6875,0.05,0,0,5,5
20~25,0.95,0.05,0.03,16,8,3,0.5,0.019375000000000003,5,0,5,5
20~25,0.95,0.05,0.04,16,9,3,0.5625,0.020625,4,0,5,5
20~25,0.95,0.05,0.05,16,12,3,0.75,0.028125,1,0,5,5
20~25,0.95,0.05,0.06,16,13,3,0.8125,0.029375000000000002,0,0,5,5
20~25,0.95,0.06,0.03,16,8,4,0.5,0.0225,4,0,5,5
20~25,0.95,0.06,0.04,16,9,4,0.5625,0.02375,3,0,5,5
20~25,0.95,0.06,0.05,16,12,3,0.75,0.035625,1,0,5,5
20~25,0.95,0.06,0.06,16,13,3,0.8125,0.0375,0,0,5,5
20~25,0.95,0.07,0.03,16,8,4,0.5,0.027500000000000004,4,0,5,5
20~25,0.95,0.07,0.04,16,9,4,0.5625,0.029375000000000005,3,0,5,5
20~25,0.95,0.07,0.05,16,12,3,0.75,0.043125000000000004,1,0,5,5
20~25,0.95,0.07,0.06,16,13,3,0.8125,0.045625000000000006,0,0,5,5
20~25,0.95,0.08,0.03,16,8,5,0.5,0.030625,3,0,5,5
20~25,0.95,0.08,0.04,16,9,5,0.5625,0.0325,2,0,5,5
20~25,0.95,0.08,0.05,16,12,3,0.75,0.050625,1,0,5,5
20~25,0.95,0.08,0.06,16,13,3,0.8125,0.05375,0,0,5,5
20~25,0.95,0.09,0.03,16,8,6,0.5,0.03375,2,0,5,5
20~25,0.95,0.09,0.04,16,9,6,0.5625,0.035625,1,0,5,5
20~25,0.95,0.09,0.05,16,10,5,0.625,0.040624999999999994,1,0,5,5
20~25,0.95,0.09,0.06,16,11,5,0.6875,0.043125,0,0,5,5
20~25,0.95,0.1,0.03,16,7,7,0.4375,0.030625000000000003,2,0,5,5
20~25,0.95,0.1,0.04,16,9,6,0.5625,0.04125,1,0,5,5
20~25,0.95,0.1,0.05,16,10,5,0.625,0.046875,1,0,5,5
20~25,0.95,0.1,0.06,16,11,5,0.6875,0.05,0,0,5,5
20~25,0.96,0.05,0.03,17,7,5,0.4117647058823529,0.011764705882352941,5,0,4,5
20~25,0.96,0.05,0.04,17,9,4,0.5294117647058824,0.017058823529411765,4,0,4,5
20~25,0.96,0.05,0.05,17,10,4,0.5882352941176471,0.017647058823529415,3,0,4,5
20~25,0.96,0.05,0.06,17,13,3,0.7647058823529411,0.027647058823529413,1,0,4,5
20~25,0.96,0.06,0.03,17,7,6,0.4117647058823529,0.014117647058823528,4,0,4,5
20~25,0.96,0.06,0.04,17,9,4,0.5294117647058824,0.02235294117647059,4,0,4,5
20~25,0.96,0.06,0.05,17,10,4,0.5882352941176471,0.023529411764705882,3,0,4,5
20~25,0.96,0.06,0.06,17,13,3,0.7647058823529411,0.03529411764705882,1,0,4,5
20~25,0.96,0.07,0.03,17,7,7,0.4117647058823529,0.01647058823529412,3,0,4,5
20~25,0.96,0.07,0.04,17,9,5,0.5294117647058824,0.025294117647058828,3,0,4,5
20~25,0.96,0.07,0.05,17,10,5,0.5882352941176471,0.02647058823529412,2,0,4,5
20~25,0.96,0.07,0.06,17,13,3,0.7647058823529411,0.04294117647058824,1,0,4,5
20~25,0.96,0.08,0.03,17,7,8,0.4117647058823529,0.018823529411764708,2,0,4,5
20~25,0.96,0.08,0.04,17,9,6,0.5294117647058824,0.028235294117647056,2,0,4,5
20~25,0.96,0.08,0.05,17,10,6,0.5882352941176471,0.029411764705882353,1,0,4,5
20~25,0.96,0.08,0.06,17,11,5,0.6470588235294118,0.03411764705882353,1,0,4,5
20~25,0.96,0.09,0.03,17,6,9,0.35294117647058826,0.015882352941176472,2,0,4,5
20~25,0.96,0.09,0.04,17,8,7,0.47058823529411764,0.025882352941176467,2,0,4,5
20~25,0.96,0.09,0.05,17,10,6,0.5882352941176471,0.03529411764705882,1,0,4,5
20~25,0.96,0.09,0.06,17,11,5,0.6470588235294118,0.04058823529411765,1,0,4,5
20~25,0.96,0.1,0.03,17,5,11,0.29411764705882354,0.010000000000000002,1,0,4,5
20~25,0.96,0.1,0.04,17,7,8,0.4117647058823529,0.027867647058823528,1,1,4,5
20~25,0.96,0.1,0.05,17,7,7,0.4117647058823529,0.03183313845415842,1,2,4,5
20~25,0.96,0.1,0.06,17,8,6,0.47058823529411764,0.037127256101217254,1,2,4,5
20~25,0.97,0.05,0.03,17,2,11,0.11764705882352941,-0.013529411764705882,4,0,4,5
20~25,0.97,0.05,0.04,17,7,6,0.4117647058823529,0.006470588235294119,4,0,4,5
20~25,0.97,0.05,0.05,17,9,4,0.5294117647058824,0.014705882352941176,4,0,4,5
20~25,0.97,0.05,0.06,17,10,4,0.5882352941176471,0.015294117647058824,3,0,4,5
20~25,0.97,0.06,0.03,17,2,13,0.11764705882352941,-0.015882352941176472,2,0,4,5
20~25,0.97,0.06,0.04,17,7,8,0.4117647058823529,0.00588235294117647,2,0,4,5
20~25,0.97,0.06,0.05,17,9,6,0.5294117647058824,0.014117647058823526,2,0,4,5
20~25,0.97,0.06,0.06,17,10,6,0.5882352941176471,0.014117647058823528,1,0,4,5
20~25,0.97,0.07,0.03,17,2,13,0.11764705882352941,-0.014705882352941175,2,0,4,5
20~25,0.97,0.07,0.04,17,7,8,0.4117647058823529,0.010000000000000002,2,0,4,5
20~25,0.97,0.07,0.05,17,9,6,0.5294117647058824,0.019411764705882358,2,0,4,5
20~25,0.97,0.07,0.06,17,10,6,0.5882352941176471,0.020000000000000004,1,0,4,5
20~25,0.97,0.08,0.03,17,1,14,0.058823529411764705,-0.019999999999999997,2,0,4,5
20~25,0.97,0.08,0.04,17,6,9,0.35294117647058826,0.007058823529411764,2,0,4,5
20~25,0.97,0.08,0.05,17,8,7,0.47058823529411764,0.017058823529411765,2,0,4,5
20~25,0.97,0.08,0.06,17,10,6,0.5882352941176471,0.025882352941176474,1,0,4,5
20~25,0.97,0.09,0.03,17,1,15,0.058823529411764705,-0.021176470588235293,1,0,4,5
20~25,0.97,0.09,0.04,17,4,12,0.23529411764705882,-0.007058823529411766,1,0,4,5
20~25,0.97,0.09,0.05,17,6,9,0.35294117647058826,0.010145542753183745,1,1,4,5
20~25,0.97,0.09,0.06,17,6,8,0.35294117647058826,0.013445531811513972,1,2,4,5
20~25,0.97,0.1,0.03,17,0,16,0.0,-0.024342318821374793,0,1,4,5
20~25,0.97,0.1,0.04,17,1,15,0.058823529411764705,-0.025518789409610085,0,1,4,5
20~25,0.97,0.1,0.05,17,2,13,0.11764705882352941,-0.01772618783289693,0,2,4,5
20~25,0.97,0.1,0.06,17,2,12,0.11764705882352941,-0.01677913995103729,0,3,4,5
25+,0.94,0.05,0.03,10,3,3,0.3,0.006000000000000001,4,0,11,3
25+,0.94,0.05,0.04,10,5,3,0.5,0.013000000000000001,2,0,11,3
25+,0.94,0.05,0.05,10,7,3,0.7,0.02,0,0,11,3
25+,0.94,0.05,0.06,10,7,3,0.7,0.017000000000000005,0,0,11,3
25+,0.94,0.06,0.03,10,3,3,0.3,0.009,4,0,11,3
25+,0.94,0.06,0.04,10,5,3,0.5,0.018,2,0,11,3
25+,0.94,0.06,0.05,10,7,3,0.7,0.026999999999999996,0,0,11,3
25+,0.94,0.06,0.06,10,7,3,0.7,0.024,0,0,11,3
25+,0.94,0.07,0.03,10,0,8,0.0,-0.017617021276595746,1,1,11,3
25+,0.94,0.07,0.04,10,0,8,0.0,-0.025617021276595747,1,1,11,3
25+,0.94,0.07,0.05,10,1,8,0.1,-0.026617021276595747,0,1,11,3
25+,0.94,0.07,0.06,10,1,8,0.1,-0.034617021276595744,0,1,11,3
25+,0.94,0.08,0.03,10,0,9,0.0,-0.020617021276595742,0,1,11,3
25+,0.94,0.08,0.04,10,0,9,0.0,-0.029617021276595747,0,1,11,3
25+,0.94,0.08,0.05,10,0,9,0.0,-0.03861702127659575,0,1,11,3
25+,0.94,0.08,0.06,10,0,9,0.0,-0.04761702127659574,0,1,11,3
25+,0.94,0.09,0.03,10,0,9,0.0,-0.020617021276595742,0,1,11,3
25+,0.94,0.09,0.04,10,0,9,0.0,-0.029617021276595747,0,1,11,3
25+,0.94,0.09,0.05,10,0,9,0.0,-0.03861702127659575,0,1,11,3
25+,0.94,0.09,0.06,10,0,9,0.0,-0.04761702127659574,0,1,11,3
25+,0.94,0.1,0.03,10,0,9,0.0,-0.020617021276595742,0,1,11,3
25+,0.94,0.1,0.04,10,0,9,0.0,-0.029617021276595747,0,1,11,3
25+,0.94,0.1,0.05,10,0,9,0.0,-0.03861702127659575,0,1,11,3
25+,0.94,0.1,0.06,10,0,9,0.0,-0.04761702127659574,0,1,11,3
25+,0.95,0.05,0.03,11,2,3,0.18181818181818182,0.0009090909090909098,6,0,10,3
25+,0.95,0.05,0.04,11,4,3,0.36363636363636365,0.0072727272727272745,4,0,10,3
25+,0.95,0.05,0.05,11,6,3,0.5454545454545454,0.01363636363636364,2,0,10,3
25+,0.95,0.05,0.06,11,8,3,0.7272727272727273,0.020000000000000004,0,0,10,3
25+,0.95,0.06,0.03,11,0,9,0.0,-0.014976076555023922,0,2,10,3
25+,0.95,0.06,0.04,11,0,9,0.0,-0.023157894736842103,0,2,10,3
25+,0.95,0.06,0.05,11,0,9,0.0,-0.031339712918660285,0,2,10,3
25+,0.95,0.06,0.06,11,0,9,0.0,-0.039521531100478464,0,2,10,3
25+,0.95,0.07,0.03,11,0,9,0.0,-0.014976076555023922,0,2,10,3
25+,0.95,0.07,0.04,11,0,9,0.0,-0.023157894736842103,0,2,10,3
25+,0.95,0.07,0.05,11,0,9,0.0,-0.031339712918660285,0,2,10,3
25+,0.95,0.07,0.06,11,0,9,0.0,-0.039521531100478464,0,2,10,3
25+,0.95,0.08,0.03,11,0,9,0.0,-0.014976076555023922,0,2,10,3
25+,0.95,0.08,0.04,11,0,9,0.0,-0.023157894736842103,0,2,10,3
25+,0.95,0.08,0.05,11,0,9,0.0,-0.031339712918660285,0,2,10,3
25+,0.95,0.08,0.06,11,0,9,0.0,-0.039521531100478464,0,2,10,3
25+,0.95,0.09,0.03,11,0,9,0.0,-0.014976076555023922,0,2,10,3
25+,0.95,0.09,0.04,11,0,9,0.0,-0.023157894736842103,0,2,10,3
25+,0.95,0.09,0.05,11,0,9,0.0,-0.031339712918660285,0,2,10,3
25+,0.95,0.09,0.06,11,0,9,0.0,-0.039521531100478464,0,2,10,3
25+,0.95,0.1,0.03,11,0,9,0.0,-0.014976076555023922,0,2,10,3
25+,0.95,0.1,0.04,11,0,9,0.0,-0.023157894736842103,0,2,10,3
25+,0.95,0.1,0.05,11,0,9,0.0,-0.031339712918660285,0,2,10,3
25+,0.95,0.1,0.06,11,0,9,0.0,-0.039521531100478464,0,2,10,3
25+,0.96,0.05,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.05,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.05,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.05,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.96,0.06,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.06,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.06,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.06,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.96,0.07,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.07,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.07,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.07,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.96,0.08,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.08,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.08,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.08,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.96,0.09,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.09,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.09,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.09,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.96,0.1,0.03,11,0,9,0.0,-0.016969696969696968,0,2,10,3
25+,0.96,0.1,0.04,11,0,9,0.0,-0.02515151515151515,0,2,10,3
25+,0.96,0.1,0.05,11,0,9,0.0,-0.03333333333333333,0,2,10,3
25+,0.96,0.1,0.06,11,0,9,0.0,-0.04151515151515151,0,2,10,3
25+,0.97,0.05,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.05,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.05,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.05,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
25+,0.97,0.06,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.06,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.06,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.06,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
25+,0.97,0.07,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.07,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.07,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.07,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
25+,0.97,0.08,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.08,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.08,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.08,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
25+,0.97,0.09,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.09,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.09,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.09,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
25+,0.97,0.1,0.03,11,0,10,0.0,-0.02446110590440487,0,1,10,3
25+,0.97,0.1,0.04,11,0,9,0.0,-0.02710402999062793,0,2,10,3
25+,0.97,0.1,0.05,11,0,9,0.0,-0.035285848172446115,0,2,10,3
25+,0.97,0.1,0.06,11,0,9,0.0,-0.043467666354264294,0,2,10,3
